Merk,Uitvoering,Type,Datum eerste toelating
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200808.0
OPEL,ZKWZ-G0V001,Benzine,20250925.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20170616.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20191017.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,Benzine,20201028.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20191025.0
PORSCHE,1051000,Benzine,20200912.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200828.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20241204.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200711.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200724.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200521.0
PORSCHE,1041000,Benzine,20200717.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190926.0
VOLKSWAGEN,C0O51AA,Benzine,20200903.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200813.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20201019.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200821.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,Benzine,20200923.0
OPEL,ZYAZ-E0D000,Benzine,20250924.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20190404.0
BMW,0AH5A800,Benzine,20250916.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,Benzine,20201111.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200217.0
BMW I,0AW4000S,Elektrisch,20200701.0
MERCEDES-BENZ,,Benzine,20180222.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190423.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200306.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200701.0
OPEL,ZKXZ-X0A000,Benzine,20200808.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200117.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190201.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20201120.0
BMW I,,Elektrisch,20181017.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20201112.0
BMW,0AB50800,Benzine,20250917.0
PORSCHE,1051000,Benzine,20200826.0
BMW,0AB50800,Benzine,20250930.0
MERCEDES-BENZ,ZZAC050A,Benzine,20201201.0
BMW I,0AW4000S,Elektrisch,20200810.0
AUDI,QE1QE1G1Z02RT21C210GAAEM0V,Benzine,20201022.0
BMW,0AW5A70B,Benzine,20250913.0
PORSCHE,1041000,Benzine,20200725.0
BMW I,0AW4000S,Elektrisch,20200904.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200914.0
VOLKSWAGEN,,Benzine,20201028.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0U,Benzine,20201112.0
BMW,0AB50900,Benzine,20230630.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20190925.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200827.0
OPEL,ZKXZ-X0A000,Benzine,20200306.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20150409.0
PORSCHE,1051000,Benzine,20200724.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20190820.0
PORSCHE,1050000,Benzine,20200729.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20201027.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200811.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200214.0
BMW I,0AW40000,Elektrisch,20200929.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201002.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20201007.0
OPEL,ZKXZ-X0A000,Benzine,20200806.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20230603.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,Benzine,20201009.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200805.0
BMW I,0AW40000,Elektrisch,20190529.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,Benzine,20210706.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220608.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250917.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200703.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200709.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20180206.0
BMW I,0AW4000S,Elektrisch,20200826.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20170215.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200711.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20220603.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20251004.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,Benzine,20201124.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190130.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200918.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250724.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,Benzine,20190621.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,Benzine,20201029.0
VOLKSWAGEN,C0O51AA,Benzine,20200927.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220602.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200303.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180727.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0,Benzine,20200717.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20170321.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1M,Benzine,20220223.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220309.0
MERCEDES-BENZ,2EER0XX9XXXX,Benzine,20201006.0
VOLKSWAGEN,C0O51AA,Benzine,20200812.0
PORSCHE,1051000,Benzine,20201002.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200721.0
VOLKSWAGEN,C0M51AA,Benzine,20210503.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220629.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201104.0
OPEL,ZKXZ-X0L000,Benzine,20230724.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190207.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190128.0
MERCEDES-BENZ,ZZAA050A,Benzine,20200805.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20160121.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20231218.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,Benzine,20220331.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201009.0
AUDI,QE1QE1G1Z01RT11C220GABEM0U,Benzine,20201023.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200203.0
MERCEDES-BENZ,ZZAA050A,Benzine,20201109.0
PORSCHE,1051000,Benzine,20200630.0
PORSCHE,1041000,Benzine,20200701.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20211229.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0M,Benzine,20220714.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230721.0
PORSCHE,1040000,Benzine,20220602.0
AUDI,QE1QE1G1Z02RT21C210GAAEM0V,Benzine,20201104.0
BMW I,0AW4000S,Elektrisch,20200813.0
PORSCHE,1041000,Benzine,20200630.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,Benzine,20201031.0
OPEL,ZKXZ-X0A000,Benzine,20210219.0
AUDI,,Benzine,20200331.0
BMW I,0AW40000,Elektrisch,20200714.0
VOLKSWAGEN,,Benzine,20201019.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200725.0
BMW,0AH5A800,Benzine,20250920.0
BMW I,0AW4000S,Elektrisch,20201111.0
BMW,0AW5000A,Benzine,20211203.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200910.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220315.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200630.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20220415.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200923.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200922.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,Benzine,20210625.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20210924.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20191029.0
BMW,0AW50800,Benzine,20220629.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20201211.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,Elektrisch,20150519.0
BMW I,0AW40000,Elektrisch,20200803.0
BMW I,0A040000,Elektrisch,20170327.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0,Benzine,20200911.0
BMW,0AB50000,Benzine,20231011.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200817.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200717.0
VOLKSWAGEN,C0O51AA,Benzine,20200912.0
VOLKSWAGEN,D041AA,Diesel,20231031.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20231124.0
MERCEDES-BENZ,ZZAA051A,Benzine,20250922.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20211105.0
OPEL,A1EA5AA1,Benzine,20200710.0
PORSCHE,1041000,Benzine,20200728.0
AUDI,QE1QE1G1Z02RT21C210GAAEM0V,Benzine,20201029.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20231201.0
VOLKSWAGEN,DPE1MH0020O1ASA,Diesel,20211011.0
PORSCHE,1041000,Benzine,20200707.0
VOLKSWAGEN,N3000QPE1MP002A55,Benzine,20250920.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200710.0
PORSCHE,1050000,Benzine,20200807.0
PORSCHE,1041000,Benzine,20200713.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250922.0
BMW I,0AW40000,Elektrisch,20200817.0
MERCEDES-BENZ,ZZBA0502,Benzine,20180222.0
PORSCHE,1041000,Benzine,20200710.0
BMW I,0AW4000S,Elektrisch,20200812.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250916.0
OPEL,ZKXZ-Y0L000,Benzine,20240119.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200123.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200725.0
AUDI,QE1QE1G1Z01RT11C210GAAEM0U,Benzine,20201113.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200818.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20211230.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200925.0
FORD-CNG-TECHNIK,,Benzine,20131023.0
BMW I,0AW4000S,Elektrisch,20190717.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20160513.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180529.0
BMW I,0AW4000S,Elektrisch,20201031.0
AUDI,QE1QE1G1Z02RT61C210GAAEM0,Benzine,20210909.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20180302.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200722.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250915.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20190709.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200910.0
BMW I,0A140000,Elektrisch,20170607.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200730.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20201102.0
MERCEDES-BENZ,ZZAA050A,Benzine,20200821.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200813.0
MERCEDES-BENZ,,Benzine,20190517.0
OPEL,ZKWZ-G0V001,Benzine,20250919.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20191016.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200925.0
MERCEDES-BENZ,JA0AV0061000,Benzine,20240403.0
MERCEDES-BENZ,ZZAC050A,Benzine,20201020.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20190325.0
MERCEDES-BENZ,3EDE0XX9XXXX,Benzine,20201019.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20211007.0
BMW I,0AW40000,Elektrisch,20200907.0
OPEL,ZKXZ-X0A000,Benzine,20211231.0
PORSCHE,1051000,Benzine,20201106.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200912.0
PORSCHE,1041000,Benzine,20200825.0
PORSCHE,1041000,Benzine,20200815.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200916.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200221.0
BMW I,0A240000,Elektrisch,20180314.0
OPEL,ZKXZ-X0A000,Benzine,20201120.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20201022.0
PORSCHE,1051000,Benzine,20201001.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20201005.0
OPEL,A1EA5AA1,Benzine,20200713.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200728.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200817.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200107.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200903.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20230614.0
OPEL,ZKXZ-X0A000,Benzine,20200312.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200812.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20181217.0
BMW I,0A140000,Elektrisch,20170203.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20201029.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250912.0
VOLKSWAGEN,N3125QPE1MP002A65,Benzine,20250929.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200819.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0U,Benzine,20201029.0
BMW I,0A140000,Elektrisch,20171204.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200903.0
OPEL,ZKXZ-X0A000,Benzine,20200717.0
OPEL,ZKXZ-X0A000,Benzine,20200903.0
AUDI,HE1HE1G1Z02RT051B210GAAEM0FLS,Benzine,20250916.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250918.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200814.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201029.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200817.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200815.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200818.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200820.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20170606.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200815.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200831.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20201030.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200820.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250925.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250922.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200724.0
BMW I,0AW40000,Elektrisch,20190507.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250930.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20170922.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0U,Benzine,20201102.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,Benzine,20190723.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200806.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20201020.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200824.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20191210.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20240507.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250916.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250919.0
BMW,0AB50000,Benzine,20250930.0
PORSCHE,1051000,Benzine,20200824.0
VOLKSWAGEN,,Benzine,20250709.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171002.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N,Benzine,20180727.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250922.0
PORSCHE,1051000,Benzine,20200814.0
BMW I,0A240000,Elektrisch,20180309.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200725.0
BMW,0AW50000,Benzine,20240411.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0,Benzine,20201013.0
OPEL,ZKXZ-X0A000,Benzine,20201012.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200909.0
OPEL,ZKXZ-X0A000,Benzine,20201017.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20250925.0
MERCEDES-BENZ,ZZAA050A,Benzine,20201014.0
MERCEDES-BENZ,ZZBA0501,Benzine,20170419.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200822.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200820.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20201116.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20201230.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200826.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20230822.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20210827.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,Benzine,20211015.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20190321.0
BMW I,0AW40000,Elektrisch,20201010.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200817.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20191008.0
VOLKSWAGEN,OPE1MP00101ASA,Benzine,20240426.0
PORSCHE,1041000,Benzine,20200723.0
BMW I,0A140000,Elektrisch,20170303.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20191113.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201102.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20220428.0
PORSCHE,1051000,Benzine,20200817.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20201104.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20191213.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200825.0
BMW I,0A240000,Elektrisch,20170303.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20200706.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,Benzine,20201026.0
AUDI,QE1QE1G1Z03RT021A200GAAEM0,Benzine,20221229.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220930.0
BMW I,0AW40000,Elektrisch,20200904.0
AUDI,QE1QE1G1Z01RT11C210GAAEM0U,Benzine,20201127.0
BMW,0AW50700,Benzine,20220909.0
BMW I,0AW40000,Elektrisch,20190626.0
BMW I,0AW4000S,Elektrisch,20200908.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220922.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171208.0
MERCEDES-BENZ,ZZAC050A,Benzine,20201017.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200713.0
BMW,0AL5A00B,Benzine,20241219.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20170302.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190221.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221111.0
BMW,0AW50700,Benzine,20221014.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200916.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20220831.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200908.0
MERCEDES-BENZ,,Benzine,20200929.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200814.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200703.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200807.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200708.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20201001.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190326.0
MERCEDES-BENZ,ZZAL050C,Benzine,20221031.0
VW,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20181115.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200304.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20250121.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20201028.0
BMW I,0AW40000,Elektrisch,20201109.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200812.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20181214.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20201030.0
BMW I,0A140000,Elektrisch,20170103.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200828.0
BMW I,0AW4000S,Elektrisch,20201102.0
OPEL,ZKXZ-X0L000,Benzine,20221121.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20201230.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20201208.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20221228.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200811.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180502.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221114.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,Benzine,20200930.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200914.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200311.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180214.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200828.0
MERCEDES-BENZ,ZZAC050A,Benzine,20201015.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20150527.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200820.0
MERCEDES-BENZ,ZZAA050A,Benzine,20201016.0
PORSCHE,1051000,Benzine,20200908.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190417.0
PORSCHE,1051000,Benzine,20220711.0
MERCEDES-BENZ,ZZAC050A,Benzine,20201008.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200822.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,Benzine,20190927.0
OPEL,ZKXZ-X0A000,Benzine,20201104.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,Benzine,20201007.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20201027.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200702.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,Benzine,20210909.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20170210.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200907.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20200527.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221004.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200325.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230425.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200819.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230330.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,Elektrisch,20131129.0
BMW I,0AW40000,Elektrisch,20200819.0
PORSCHE,1051000,Benzine,20200917.0
MERCEDES-BENZ,ZZBCB501,Benzine,20160531.0
OPEL,ZKXZ-X0A000,Benzine,20200303.0
BMW I,0A040000,Elektrisch,20150119.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,Benzine,20201003.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20201229.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20200729.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230310.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200825.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200302.0
BMW I,0AW40000,Elektrisch,20201107.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20200121.0
MERCEDES-BENZ,ZZAA050A,Benzine,20201012.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190905.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230308.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,Benzine,20200921.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20190502.0
BMW,0AW5000S,Benzine,20230211.0
MERCEDES-BENZ,ZZAC050A,Benzine,20200709.0
