Merk,Uitvoering,Datum eerste toelating
VOLKSWAGEN,C0O51AA,20201019.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201109.0
MERCEDES-BENZ,ZZAA050A,20201126.0
MERCEDES-BENZ,ZZAA050A,20201125.0
AUDI,,20181220.0
VOLKSWAGEN,C0O51AA,20201208.0
VOLKSWAGEN,C0O51AA,20201227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20190122.0
BMW I,0AW40000,20200820.0
VOLKSWAGEN,C0O51AA,20200921.0
VOLKSWAGEN,C0O51AA,20200923.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201021.0
AUDI,,20181129.0
VOLKSWAGEN,C0O51AA,20201103.0
MERCEDES-BENZ,ZZAA050A,20201102.0
BMW I,0AW4000S,20200820.0
PORSCHE,1051000,20200902.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20200121.0
BMW I,0AW40000,20200930.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201027.0
OPEL,ZKXZ-X0A000,20201019.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201111.0
OPEL,ZKXZ-X0A000,20201030.0
BMW I,0AW4000S,20200818.0
BMW,0AC50000,20230624.0
MERCEDES-BENZ,ZZAC050A,20200910.0
BMW I,0AW40000,20201002.0
VOLKSWAGEN,C0O51AA,20201013.0
VOLKSWAGEN,C0O51AA,20201105.0
OPEL,ZKXZ-X0A000,20201030.0
BMW I,0AW4000S,20200820.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200827.0
MERCEDES-BENZ,ZZAC050A,20200911.0
VOLKSWAGEN,C0O51AA,20201003.0
BMW I,0AW40000,20201120.0
VOLKSWAGEN,C0O51AA,20201105.0
OPEL,ZKXZ-X0A000,20201030.0
OPEL,ZKXZ-X0A000,20200817.0
BMW I,0AW40000,20200820.0
VOLKSWAGEN,C0O51AA,20200922.0
VOLKSWAGEN,C0O51AA,20200925.0
BMW I,0AW40000,20201120.0
VOLKSWAGEN,C0O51AA,20201103.0
MERCEDES-BENZ,ZZAA050A,20201102.0
BMW,0AB50000,20230627.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200306.0
BMW I,0AW4000S,20201120.0
VOLKSWAGEN,C0O51AA,20201007.0
VOLKSWAGEN,C0O51AA,20201008.0
VOLKSWAGEN,C0O51AA,20201027.0
MERCEDES-BENZ,ZZAC050A,20201024.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200808.0
OPEL,ZKXZ-X0A000,20200911.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200923.0
VOLKSWAGEN,C0O51AA,20201010.0
BMW I,0AW40000,20191030.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20220816.0
VOLKSWAGEN,C0O51AA,20201105.0
OPEL,ZKXZ-X0A000,20201110.0
VOLKSWAGEN,C0O51AA,20201021.0
MERCEDES-BENZ,ZZAA050A,20201106.0
MERCEDES-BENZ,ZZAA050A,20201116.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,20201116.0
BMW I,0AW4000S,20201026.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201104.0
MERCEDES-BENZ,ZZAA050A,20201127.0
BMW I,0AW4000S,20200827.0
BMW I,0AW40000,20201002.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201015.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201118.0
VOLKSWAGEN,C0O51AA,20201109.0
VOLKSWAGEN,,20201015.0
MERCEDES-BENZ,ZZAA050A,20201112.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,20201116.0
VOLKSWAGEN,C0O51AA,20201007.0
VOLKSWAGEN,C0O51AA,20201007.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,C0O51AA,20201105.0
MERCEDES-BENZ,ZZAA050A,20201102.0
VOLKSWAGEN,C0O51AA,20201124.0
VOLKSWAGEN,,20201015.0
MERCEDES-BENZ,ZZAA050A,20201112.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,20201116.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200923.0
OPEL,ZKXZ-X0A000,20200930.0
VOLKSWAGEN,C0O51AA,20201009.0
AUDI,,20181214.0
VOLKSWAGEN,C0O51AA,20201019.0
VOLKSWAGEN,C0O51AA,20201102.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201026.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20201219.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,20201116.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200806.0
OPEL,ZKXZ-X0A000,20200909.0
MERCEDES-BENZ,ZZAC050A,20200929.0
OPEL,ZKXZ-X0A000,20200930.0
VOLKSWAGEN,C0O51AA,20201013.0
BMW I,0A040000,20131104.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201022.0
OPEL,ZKXZ-X0A000,20201031.0
VOLKSWAGEN,C0O51AA,20201102.0
BMW,0AW5000B,20250129.0
OPEL,ZKXZ-X0A000,20200930.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201029.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201023.0
AUDI,,20181129.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200312.0
VOLKSWAGEN,C0O51AA,20201014.0
VOLKSWAGEN,C0O51AA,20201026.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201113.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200901.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20200903.0
OPEL,ZKXZ-X0A000,20200925.0
VOLKSWAGEN,RPE1MH002P0A,20250130.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,C0O51AA,20201021.0
MERCEDES-BENZ,ZZAA050A,20201030.0
BMW I,0AW40000,20200813.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20200902.0
OPEL,ZKXZ-X0A000,20200908.0
VOLKSWAGEN,C0O51AA,20201028.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200713.0
BMW I,0AW40000,20200831.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20200317.0
VOLKSWAGEN,C0O51AA,20201109.0
BMW I,0AW4000S,20201026.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,20170828.0
OPEL,ZKXZ-X0A000,20201030.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200702.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200903.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190626.0
VOLKSWAGEN,C0O51AA,20201028.0
OPEL,ZKXZ-X0A000,20201030.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20220914.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200714.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20200821.0
PORSCHE,1050000,20200612.0
VOLKSWAGEN,C0O51AA,20201106.0
VOLKSWAGEN,C0O51AA,20201023.0
OPEL,ZKXZ-X0A000,20201030.0
VOLKSWAGEN,C0O51AA,20201103.0
VOLKSWAGEN,C0O51AA,20201113.0
OPEL,ZKXZ-X0A000,20200811.0
VOLKSWAGEN,C0O51AA,20201026.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200702.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,20151202.0
OPEL,ZKXZ-X0A000,20201231.0
OPEL,ZKXZ-X0A000,20200910.0
MERCEDES-BENZ,ZZAC050A,20200918.0
VOLKSWAGEN,C0O51AA,20201019.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,20200805.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200803.0
VOLKSWAGEN,C0O51AA,20200922.0
VOLKSWAGEN,C0O51AA,20200925.0
VOLKSWAGEN,C0O51AA,20201007.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201015.0
VOLKSWAGEN,C0O51AA,20201202.0
VOLKSWAGEN,C0O51AA,20201022.0
PORSCHE,1041000,20200727.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200806.0
AUDI,,20181220.0
VOLKSWAGEN,C0O51AA,20201020.0
VOLKSWAGEN,C0O51AA,20201012.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201228.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20200226.0
MERCEDES-BENZ,ZZAA050A,20240328.0
VOLKSWAGEN,C0O51AA,20200925.0
VOLKSWAGEN,C0O51AA,20200926.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201014.0
BMW,0AB50800,20240313.0
MERCEDES-BENZ,ZZAA050A,20201103.0
VOLKSWAGEN,C0O51AA,20201223.0
PORSCHE,1041000,20201009.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200820.0
VOLKSWAGEN,C0O51AA,20200924.0
VOLKSWAGEN,C0O51AA,20200918.0
VOLKSWAGEN,C0O51AA,20200925.0
VW,FA1FA1MD001E0GAON1ML01VR0N0,20181119.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201016.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20201102.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20201112.0
VOLKSWAGEN,OPE1MH00201ASA,20221209.0
VOLKSWAGEN,C0O51AA,20200921.0
VOLKSWAGEN,C0O51AA,20201013.0
VOLKSWAGEN,C0O51AA,20201125.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201113.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200711.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200820.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190124.0
VOLKSWAGEN,C0O51AA,20200923.0
VOLKSWAGEN,C0O51AA,20200922.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20201030.0
PORSCHE,1051000,20201013.0
VOLKSWAGEN,C0O51AA,20201105.0
VOLKSWAGEN,C0O51AA,20201116.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,C0O51AA,20201201.0
VOLKSWAGEN,C0O51AA,20200924.0
VOLKSWAGEN,C0O51AA,20200924.0
VW,FA1FA1MD001E0GAON1ML01VR0N,20180808.0
VOLKSWAGEN,C0O51AA,20201126.0
VOLKSWAGEN,C0O51AA,20201113.0
PORSCHE,1041000,20200801.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20200924.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,20180404.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201015.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B,20180924.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200731.0
PORSCHE,1051000,20200805.0
VOLKSWAGEN,QPE1MP00100A,20250221.0
VOLKSWAGEN,C0O51AA,20200922.0
AUDI,,20181203.0
VOLKSWAGEN,C0O51AA,20200917.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201028.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201127.0
VOLKSWAGEN,C0O51AA,20201113.0
PORSCHE,1041000,20200713.0
BMW,0AB50000,20240531.0
VOLKSWAGEN,C0O51AA,20200924.0
VOLKSWAGEN,C0O51AA,20200922.0
VOLKSWAGEN,C0O51AA,20200925.0
BMW I,0AW40000,20181003.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201027.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201111.0
VOLKSWAGEN,C0O51AA,20201111.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201116.0
BMW I,0AW40000,20200724.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201016.0
BMW I,0AW40000,20191204.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20201023.0
OPEL,ZKXZ-X0A000,20201030.0
VOLKSWAGEN,C0O51AA,20201117.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20201113.0
VOLKSWAGEN,C0O51AA,20201017.0
VOLKSWAGEN,C0O51AA,20201023.0
VOLKSWAGEN,C0O51AA,20201023.0
VOLKSWAGEN,C0O51AA,20201116.0
AUDI,HE1HE1G1Z02RT011B200GAAEM0FSC,20250307.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200827.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200902.0
VOLKSWAGEN,C0O51AA,20200918.0
VOLKSWAGEN,C0O51AA,20201017.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1BO,20190510.0
VOLKSWAGEN,C0O51AA,20201023.0
VOLKSWAGEN,C0O51AA,20201024.0
VOLKSWAGEN,C0O51AA,20201105.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190322.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200812.0
VOLKSWAGEN,C0O51AA,20200917.0
VOLKSWAGEN,C0O51AA,20200918.0
MERCEDES-BENZ,ZZAC050A,20201002.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201015.0
BMW I,0AW40000,20201030.0
VOLKSWAGEN,C0O51AA,20201127.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20200818.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190325.0
VOLKSWAGEN,C0O51AA,20201006.0
VOLKSWAGEN,C0O51AA,20201014.0
MERCEDES-BENZ,ZZAC050A,20201029.0
BMW I,0AW40000,20201103.0
VOLKSWAGEN,C0O51AA,20201119.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20190122.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200821.0
VOLKSWAGEN,C0O51AA,20201016.0
AUDI,QE1QE1G1Z02RT21C210GAAEM0V,20201023.0
VOLKSWAGEN,C0O51AA,20201023.0
BMW I,0AW4000S,20201119.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200706.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20181026.0
VOLKSWAGEN,C0O51AA,20201014.0
VOLKSWAGEN,C0O51AA,20201023.0
VOLKSWAGEN,C0O51AA,20201021.0
MERCEDES-BENZ,2EDE0XX7XXXX,20201021.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201026.0
BMW I,0AW4000S,20201105.0
BMW I,0AW4000S,20190521.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200710.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200721.0
VOLKSWAGEN,C0O51AA,20200923.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200924.0
VOLKSWAGEN,C0O51AA,20201006.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200511.0
VOLKSWAGEN,C0O51AA,20201008.0
VOLKSWAGEN,C0O51AA,20201027.0
MERCEDES-BENZ,ZZAA050A,20201103.0
BMW I,0AW4000S,20201113.0
BMW I,0AW40000,20191002.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201027.0
VOLKSWAGEN,C0O51AA,20201014.0
VOLKSWAGEN,C0O51AA,20201023.0
VOLKSWAGEN,C0O51AA,20201023.0
MERCEDES-BENZ,ZZAA050A,20201030.0
BMW I,0AW4000S,20201103.0
VOLKSWAGEN,C0O51AA,20201106.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201224.0
BMW I,0AW40000,20201106.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,20180717.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200918.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20200930.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201027.0
VOLKSWAGEN,C0O51AA,20201012.0
VOLKSWAGEN,C0O51AA,20201026.0
VOLKSWAGEN,C0O51AA,20201106.0
VOLKSWAGEN,C0O51AA,20201110.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20200721.0
BMW I,0A040000,20140411.0
OPEL,ZKXZ-X0A000,20200817.0
BMW I,0A140000,20170511.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201022.0
VOLKSWAGEN,C0O51AA,20201026.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190905.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200730.0
BMW I,0AW40000,20190909.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201027.0
VOLKSWAGEN,C0O51AA,20201015.0
PORSCHE,1051000,20201016.0
MERCEDES-BENZ,ZZAA050A,20201030.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200902.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191118.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201227.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200917.0
VOLKSWAGEN,C0O51AA,20200916.0
VOLKSWAGEN,C0O51AA,20200925.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20200924.0
VOLKSWAGEN,C0O51AA,20200925.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201015.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20181220.0
VOLKSWAGEN,C0O51AA,20201118.0
AUDI,,20181214.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200901.0
VOLKSWAGEN,C0O51AA,20200918.0
VOLKSWAGEN,C0O51AA,20200916.0
VOLKSWAGEN,C0O51AA,20200926.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200203.0
VOLKSWAGEN,C0O51AA,20201010.0
VOLKSWAGEN,C0O51AA,20201013.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201019.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201014.0
VOLKSWAGEN,C0O51AA,20201107.0
VOLKSWAGEN,C0O51AA,20201118.0
MERCEDES-BENZ,3EER0XX9XXXX,20190802.0
PORSCHE,1041000,20200806.0
MERCEDES-BENZ,3EER0XX9XXXX,20190802.0
MERCEDES-BENZ,3EER0XX9XXXX,20190802.0
VOLKSWAGEN,C0O51AA,20200916.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20200921.0
VOLKSWAGEN,C0O51AA,20200929.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20201009.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20201016.0
VOLKSWAGEN,C0O51AA,20201112.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200720.0
MERCEDES-BENZ,3EER0XX9XXXX,20190730.0
MERCEDES-BENZ,3EER0XX9XXXX,20190730.0
MERCEDES-BENZ,3EER0XX9XXXX,20190730.0
AUDI,,20181221.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200808.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190314.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200828.0
VOLKSWAGEN,C0O51AA,20200918.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201019.0
VOLKSWAGEN,C0O51AA,20201021.0
VOLKSWAGEN,C0O51AA,20201015.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20200221.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200709.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200813.0
OPEL,ZKXZ-X0A000,20200818.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200925.0
VOLKSWAGEN,C0O51AA,20201013.0
VOLKSWAGEN,C0O51AA,20201019.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20201024.0
MERCEDES-BENZ,ZZAC050A,20201113.0
OPEL,ZKXZ-X0A000,20200313.0
VOLKSWAGEN,C0O51AA,20201113.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200714.0
MERCEDES-BENZ,ZZBCB502,20150709.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200807.0
VOLKSWAGEN,C0O51AA,20201005.0
VOLKSWAGEN,C0O51AA,20201019.0
VOLKSWAGEN,C0O51AA,20201022.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200708.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200925.0
VOLKSWAGEN,C0O51AA,20200924.0
VOLKSWAGEN,C0O51AA,20201009.0
VOLKSWAGEN,C0O51AA,20201015.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201017.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190718.0
VOLKSWAGEN,C0O51AA,20201006.0
VOLKSWAGEN,C0O51AA,20201012.0
VOLKSWAGEN,C0O51AA,20201012.0
VOLKSWAGEN,C0O51AA,20201016.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20201029.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200925.0
VOLKSWAGEN,C0O51AA,20200917.0
VOLKSWAGEN,C0O51AA,20201014.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20201109.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200810.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200903.0
AUDI,,20181211.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200908.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20201107.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200901.0
VOLKSWAGEN,C0O51AA,20200918.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20200930.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190606.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,20170629.0
VOLKSWAGEN,C0O51AA,20200916.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200305.0
MERCEDES-BENZ,ZZAC050A,20201111.0
VOLKSWAGEN,C0O51AA,20201107.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201114.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,20140707.0
VOLKSWAGEN,C0O51AA,20201017.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20201106.0
VOLKSWAGEN,C0O51AA,20201028.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190123.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200807.0
AUDI,,20181213.0
VOLKSWAGEN,C0O51AA,20200924.0
VOLKSWAGEN,C0O51AA,20201013.0
VOLKSWAGEN,C0O51AA,20201020.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201019.0
VOLKSWAGEN,C0O51AA,20201020.0
MERCEDES-BENZ,ZZAA050A,20201117.0
VOLKSWAGEN,C0O51AA,20201105.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190122.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190122.0
BMW I,0A140000,20160811.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200904.0
VOLKSWAGEN,C0O51AA,20200929.0
VOLKSWAGEN,C0O51AA,20201021.0
OPEL,ZKXZ-X0A000,20201023.0
MERCEDES-BENZ,ZZAC050A,20201024.0
VOLKSWAGEN,C0O51AA,20201109.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200908.0
VOLKSWAGEN,C0O51AA,20201016.0
VOLKSWAGEN,C0O51AA,20201021.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201016.0
OPEL,ZKXZ-X0A000,20201027.0
VOLKSWAGEN,C0O51AA,20201109.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200716.0
OPEL,A1EA5AA1,20200722.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200901.0
VOLKSWAGEN,C0O51AA,20200915.0
VOLKSWAGEN,C0O51AA,20201105.0
VOLKSWAGEN,C0O51AA,20201012.0
VOLKSWAGEN,C0O51AA,20201111.0
OPEL,A1EA5AA1,20200722.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200828.0
MERCEDES-BENZ,,20240410.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200901.0
VOLKSWAGEN,C0O51AA,20200926.0
VOLKSWAGEN,C0O51AA,20201007.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20200110.0
VOLKSWAGEN,C0O51AA,20201015.0
MERCEDES-BENZ,ZZAA050A,20201111.0
VOLKSWAGEN,C0O51AA,20201111.0
OPEL,A1EA5AA1,20200722.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200828.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200908.0
VOLKSWAGEN,C0O51AA,20200921.0
AUDI,,20181129.0
VOLKSWAGEN,C0O51AA,20201029.0
VOLKSWAGEN,C0O51AA,20201015.0
VOLKSWAGEN,C0O51AA,20201117.0
VOLKSWAGEN,C0O51AA,20201111.0
OPEL,A1EA5AA1,20200722.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20200828.0
