Merk,Uitvoering,Datum eerste toelating
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,20210617.0
BMW,0AH5A00B,20250210.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0O,20210720.0
VOLKSWAGEN,D0M1ASA,20210609.0
BMW,0AW5000B,20240706.0
BMW,0AW5000S,20210806.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,20150113.0
VOLKSWAGEN,B0O1ANA,20210715.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20200306.0
MERCEDES-BENZ,,20210715.0
BMW,0AB50800,20240710.0
VOLKSWAGEN,C0O51AA,20201116.0
VOLKSWAGEN,DPE1MH0020M1ASA,20210820.0
BMW,0AB50000,20240716.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200428.0
AUDI,HE1HE1G1Z01RT011B190GAAEM1,20221010.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20210520.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,20220915.0
BMW,0AB50900,20250219.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1O,20220329.0
BMW,0AB50000,20240726.0
BMW,0AB50000,20240726.0
MERCEDES-BENZ,ZZAAA50A,20210611.0
MERCEDES-BENZ,ZZAAA53A,20221111.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250715.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20190131.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
AUDI,QE1QE1G1Z05RT011B200GAAEM0FLC,20240717.0
OPEL,ZKXZ-Y0L000,20240723.0
BMW,0AB50800,20240724.0
BMW,0AH5000B,20240726.0
MERCEDES-BENZ,ZZAB050A,20240807.0
AUDI,QE1QE1G1Z01RT11B200GAAEM00,20240809.0
VOLKSWAGEN,D0O1ASA,20210517.0
MERCEDES-BENZ,3EDE0XX9XXXX,20240726.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250331.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0,20210728.0
MERCEDES-BENZ,ZZAAA52A,20250228.0
BMW I,0AW40000,20220325.0
MERCEDES-BENZ,ZZAAA50A,20250331.0
VOLKSWAGEN,D0M1ASA,20210525.0
MERCEDES-BENZ,ZZBCB501,20150602.0
OPEL,ZKWZ-G0V000,20240808.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20190405.0
OPEL,ZKXZ-X0A000,20200304.0
OPEL,ZKWZ-40V000,20240812.0
VOLKSWAGEN,D0M1ASA,20210421.0
VOLKSWAGEN,DPE1MH0020M1ASA,20210927.0
VOLKSWAGEN,D0O1ASA,20210816.0
MERCEDES-BENZ,3EDE0XX9XXXX,20201229.0
PORSCHE,1051000,20201224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201230.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0M,20220330.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,20220819.0
OPEL,ZKXZ-X0A000,20201127.0
VOLKSWAGEN,OPE1MH0020O1BSA,20220103.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200512.0
VOLKSWAGEN,C0O51AA,20201217.0
VOLKSWAGEN,C0O51AA,20201130.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20220729.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201228.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201228.0
MERCEDES-BENZ,2EDE0XX8XXXX,20201221.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20240820.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20200702.0
VOLKSWAGEN,PPE1MP001NA,20240830.0
VOLKSWAGEN,C0O51AA,20201223.0
OPEL,ZKXZ-X0A000,20200901.0
MERCEDES-BENZ,ZZAM050A,20250331.0
OPEL,A1EA5AA1,20191230.0
VOLKSWAGEN,D0M1ASA,20201219.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201214.0
VOLKSWAGEN,C0O51AA,20201224.0
VOLKSWAGEN,C0O51AA,20201224.0
VOLKSWAGEN,D0O1ASA,20210423.0
VOLKSWAGEN,C0O51AA,20201222.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200205.0
VOLKSWAGEN,C0O51AA,20201224.0
BMW,0AW50700,20221025.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,20150626.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201216.0
MERCEDES-BENZ,ZZBCB501,20150609.0
VOLKSWAGEN,C0O51AA,20201224.0
AUDI,QE1QE1G1Z08RT021A210GAAEM0,20240827.0
VOLKSWAGEN,D0M1ASA,20210512.0
PORSCHE,1041000,20211215.0
VOLKSWAGEN,RPE1MH002PA,20240902.0
PORSCHE,2500000,20250328.0
VOLKSWAGEN,D0O1ASA,20201229.0
BMW,0AL5A000,20240829.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201231.0
BMW,0AB50000,20250326.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20240916.0
BMW,0AB50000,20240307.0
MERCEDES-BENZ,ZZAAA52A,20240902.0
BMW,0AB50800,20250324.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1O,20211215.0
VOLKSWAGEN,C0O51AA,20201229.0
OPEL,,20250328.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250418.0
MERCEDES-BENZ,ZZAAA50A,20250328.0
AUDI,QE1QE1G1Z03RT021A200GAAEM0,20221220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200429.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0,20221019.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1O,20220627.0
MERCEDES-BENZ,ZZAAA50A,20250331.0
MERCEDES-BENZ,ZZAAA50A,20250331.0
MERCEDES-BENZ,ZZAA050A,20250404.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,20220727.0
BMW,0AH5A800,20250404.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,20201223.0
MERCEDES-BENZ,ZZAA050A,20250331.0
MERCEDES-BENZ,ZZAAA51A,20250331.0
VOLKSWAGEN,C0O51AA,20201223.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201230.0
VOLKSWAGEN,D0O1ASA,20201223.0
VOLKSWAGEN,D0O1ASA,20201228.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,20201217.0
VOLKSWAGEN,C0O51AA,20201203.0
VOLKSWAGEN,D0O1ASA,20201223.0
MERCEDES-BENZ,3EDE0XX8XXXX,20221206.0
VOLKSWAGEN,D0M1ASA,20201223.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,D0O1ASA,20201229.0
VOLKSWAGEN,C0O51AA,20201215.0
VOLKSWAGEN,C0O51AA,20200811.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20220103.0
BMW I,0AW40000,20201231.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1M,20210930.0
MERCEDES-BENZ,ZZAAA53A,20220414.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20240912.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20201229.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0,20221115.0
MERCEDES-BENZ,ZZAM070A,20250410.0
BMW,0AW5000S,20210127.0
VOLKSWAGEN,DPE1MP001SA,20240913.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201211.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201229.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201203.0
VOLKSWAGEN,OPE1MH00201BSA,20221230.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1O,20211027.0
BMW,0AW5000S,20210330.0
MERCEDES-BENZ,ZZAAA70A,20250422.0
VOLKSWAGEN,C0O51AA,20201224.0
AUDI,QE1QE1G1Z05RT011B200GAAEM0FSC,20240327.0
AUDI,QE1QE1G1Z08RT021A210GAAEM0,20240913.0
OPEL,,20240913.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200227.0
VOLKSWAGEN,D0M1ASA,20201230.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,20221011.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,20220729.0
BMW,0AW5000S,20210219.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1O,20220223.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201229.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0O,20211215.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20201229.0
VOLKSWAGEN,C0O51AA,20201228.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,20140717.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20221012.0
VOLKSWAGEN,D0O1ASA,20201223.0
VOLKSWAGEN,C0O51AA,20201229.0
VOLKSWAGEN,C0O51AA,20201209.0
VOLKSWAGEN,C0O51AA,20201218.0
MERCEDES-BENZ,ZZAA050A,20201217.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201223.0
VOLKSWAGEN,D0O1ASA,20201229.0
VOLKSWAGEN,D0O1ASA,20201218.0
OPEL,ZKXZ-X0A000,20201130.0
VOLKSWAGEN,C0O51AA,20201228.0
VOLKSWAGEN,C0O51AA,20201230.0
BMW,0AH50800,20240921.0
MERCEDES-BENZ,ZZAAA50A,20210701.0
MERCEDES-BENZ,3EDE0XX8XXXX,20240418.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20210729.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,20210908.0
OPEL,ZKXZ-X0A000,20201223.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0M,20220107.0
VOLKSWAGEN,D0O1ASA,20201229.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250428.0
VOLKSWAGEN,C0O51AA,20201229.0
VOLKSWAGEN,C0O51AA,20201227.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201218.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,20220728.0
VOLKSWAGEN,D0O1ASA,20210225.0
MERCEDES-BENZ,ZZAA051A,20250429.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201217.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200608.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201228.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201218.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20240928.0
VOLKSWAGEN,C0O51AA,20201130.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,20161129.0
AUDI,QE1QE1G1Z01RT11C210GABEM0U,20201230.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201119.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201230.0
VOLKSWAGEN,C0O51AA,20201224.0
VOLKSWAGEN,C0O51AA,20201223.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201230.0
OPEL,ZKXZ-X0A000,20201215.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20201221.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20201223.0
VOLKSWAGEN,D0O1ASA,20201230.0
VOLKSWAGEN,C0O51AA,20200930.0
VOLKSWAGEN,C051AA,20240927.0
BMW,0AW50000,20210601.0
VOLKSWAGEN,C0O51AA,20201223.0
BMW,0AL50000,20240930.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20210818.0
PORSCHE,2500000,20250507.0
PORSCHE,1041000,20201203.0
MERCEDES-BENZ,ZZAAA52A,20250704.0
VOLKSWAGEN,C051AA,20250430.0
VOLKSWAGEN,C0O51AA,20201222.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201130.0
MERCEDES-BENZ,2EDE0XX7XXXX,20201130.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20211228.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1O,20211228.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250715.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,20250711.0
PORSCHE,2500000,20250510.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20241016.0
VOLKSWAGEN,D0O1ASA,20201229.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0,20230601.0
AUDI,QE1QE1G1Z03RT021A200GAAEM0O,20220301.0
VOLKSWAGEN,D0M1ASA,20210722.0
MERCEDES-BENZ,ZZAAA70A,20241014.0
AUDI,QE1QE1G1Z01RT31C220GAAEM0U,20201228.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200314.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200603.0
PORSCHE,2500000,20241011.0
BMW,0AL50800,20241028.0
VOLKSWAGEN,DPE1MH0020M1ASA,20210816.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201130.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,20230321.0
AUDI,QE1QE1G1Z01RT11C220GABEM0,20211026.0
AUDI,QE1QE1G1Z01RT31B200GAAEM00,20241025.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200213.0
OPEL,ZKXZ-X0L000,20221130.0
AUDI,,20181210.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,20220804.0
VOLKSWAGEN,L3310APE1MP002A65,20250703.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200127.0
VOLKSWAGEN,C0O51AA,20201221.0
VOLKSWAGEN,C0O51AA,20201222.0
VOLKSWAGEN,C0O51AA,20201130.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20200221.0
VOLKSWAGEN,D0M1ASA,20210322.0
BMW I,0AW40000,20180905.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201223.0
BMW,0AW5000S,20210527.0
OPEL,ZKXZ-X0A000,20201230.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201203.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200124.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250530.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200304.0
VOLKSWAGEN,C0O51AA,20201230.0
OPEL,ZKXZ-X0A000,20201224.0
VOLKSWAGEN,C0O51AA,20201204.0
VOLKSWAGEN,D0M1ASA,20201228.0
VOLKSWAGEN,N3000DNA1AE55,20231030.0
AUDI,QE1QE1G1Z01RT11A210GAAEM0,20240104.0
MERCEDES-BENZ,ZZAAA52A,20241018.0
VOLKSWAGEN,C0O51AA,20201222.0
BMW,0AW50000,20220725.0
VOLKSWAGEN,D0M1ASA,20210510.0
VOLKSWAGEN,C0O51AA,20201229.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200424.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200320.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,20221111.0
VOLKSWAGEN,C0O51AA,20201218.0
BMW,0AW50000,20220908.0
VOLKSWAGEN,OPE1MH00201ASA,20221025.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20241030.0
BMW,0AL5A000,20241028.0
OPEL,ZKXZ-X0J000,20230601.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20201224.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200228.0
BMW,0AW50000,20220908.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,20221227.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1O,20220204.0
BMW,0AW5000B,20241023.0
VOLKSWAGEN,C0O51AA,20201216.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200403.0
VOLKSWAGEN,C0O51AA,20201218.0
VOLKSWAGEN,C0O51AA,20201230.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0,20201230.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200124.0
VOLKSWAGEN,OPE1MH00201ASA,20221103.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20210330.0
MERCEDES-BENZ,ZZBCB501,20150724.0
BMW,0AW5000S,20210611.0
VOLKSWAGEN,C0O51AA,20201218.0
VOLKSWAGEN,C0O51AA,20201223.0
VOLKSWAGEN,C0O51AA,20201124.0
VOLKSWAGEN,BPE1MH00200A,20241029.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,20210401.0
MERCEDES-BENZ,ZZAAA52A,20241101.0
BMW I,0A240000,20160725.0
VOLKSWAGEN,N3000DNA1AE55,20230124.0
VOLKSWAGEN,BPE1MH00200A,20250715.0
VOLKSWAGEN,BPE1MH00200A,20250604.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20241122.0
MERCEDES-BENZ,ZZAAA52A,20250714.0
VOLKSWAGEN,D0M1ASA,20210521.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,20211025.0
AUDI,QE2QE2G1X01RT021B210GAAEM0FL,20210817.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,20241101.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20241121.0
MERCEDES-BENZ,ZZAAA70A,20241106.0
VOLKSWAGEN,C0O51AA,20201217.0
BMW I,0A140000,20160811.0
MERCEDES-BENZ,ZZAA050A,20230405.0
BMW I,0A140000,20160811.0
VOLKSWAGEN,BPE1MH00200A,20250530.0
MERCEDES-BENZ,ZZAC050A,20200320.0
VOLKSWAGEN,OPE1MH00201BSA,20221227.0
OPEL,ZKXZ-40L000,20221010.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250702.0
BMW,0AW50000,20220929.0
BMW I,0A140000,20160804.0
VOLKSWAGEN,APE1MP001BA,20241119.0
VOLKSWAGEN,APE1MP001NA,20241129.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20241114.0
VOLKSWAGEN,APE1MP001NA,20241119.0
BMW I,0A240000,20160816.0
PORSCHE,2500000,20250612.0
OPEL,ZKXZ-40J000,20230828.0
OPEL,ZKXZ-X0A000,20210824.0
VOLKSWAGEN,PPE1MP001NA,20240925.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,20210415.0
VOLKSWAGEN,BPE1MH00200A,20250612.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,20241128.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,20221026.0
VOLKSWAGEN,APE1MP001BA,20250714.0
AUDI,QE1QE1G1Z05RT011A200GAAEM0FLC,20250712.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20241128.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20210917.0
AUDI,QE1QE1G1Z02RT51C210GAAEM0,20210622.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20241120.0
VOLKSWAGEN,PPE1MP001NA,20250711.0
MERCEDES-BENZ,ZZAAA50A,20250630.0
MERCEDES-BENZ,2EDE0XX8XXXX,20250708.0
MERCEDES-BENZ,ZZAAA52A,20241126.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1M,20220310.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250714.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20221214.0
MERCEDES-BENZ,ZZAAA50A,20210619.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLS,20250712.0
AUDI,HE1HE1G1Z02RT061B200GAAEM0FSS,20250712.0
VOLKSWAGEN,BPE1MH00200A,20250711.0
VOLKSWAGEN,APE1MP001BA,20250712.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,20210916.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20211012.0
OPEL,A1EA5AA1,20200331.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,20210419.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20241122.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200319.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200321.0
MERCEDES-BENZ,ZZAM050A,20241122.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250714.0
OPEL,A1EA5AA1,20200331.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20221121.0
BMW,0AB50000,20241202.0
MERCEDES-BENZ,,20230614.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20241202.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250714.0
AUDI,HE1HE1G1Z02RT011A180GAAEM0FSC,20250714.0
VOLKSWAGEN,RPE1MH002P0A,20250710.0
MERCEDES-BENZ,ZZAAA51A,20231115.0
MERCEDES-BENZ,ZZAAA52A,20241129.0
PORSCHE,1051000,20210430.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,20220317.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0M,20220131.0
OPEL,ZKZX-B0E000,20250626.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250715.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,20220420.0
BMW,0AB5000D,20240405.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200626.0
BMW,0AB50000,20241217.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20241203.0
BMW I,0AW4000S,20200206.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200324.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,20220223.0
MERCEDES-BENZ,ZZAAA52A,20220723.0
BMW,0AB50800,20250630.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
BMW I,0A240000,20160919.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250710.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250703.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250714.0
BMW,0AB50800,20250626.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250704.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250711.0
OPEL,ZKXZ-X0L000,20230227.0
OPEL,,20250630.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FSC,20250711.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLS,20250718.0
BMW,0AH5A00B,20241209.0
BMW,0AB50000,20250711.0
BMW I,0AW40000,20220922.0
VOLKSWAGEN,APE1MP001BA,20250714.0
VOLKSWAGEN,OPE1MP001SA,20250711.0
VOLKSWAGEN,DAE2G1Z02SA,20250711.0
BMW,0AW50000,20220825.0
BMW,0AA50000,20250628.0
BMW,0AB50000,20250628.0
MERCEDES-BENZ,ZZAM070A,20250627.0
PORSCHE,1151000,20240209.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191230.0
VOLKSWAGEN,OPE1MP001SA,20250711.0
VOLKSWAGEN,PPE1MP001NA,20250702.0
VOLKSWAGEN,PPE1MP001NA,20250702.0
VOLKSWAGEN,APE1MP001NA,20250711.0
BMW,0AW5070B,20250630.0
VOLKSWAGEN,OPE1MP001SA,20250715.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,20180214.0
AUDI,HE1HE1G1Z02RT051B200GAAEM0FSS,20250710.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250711.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200228.0
OPEL,A1EA5AA1,20200228.0
MERCEDES-BENZ,ZZAAA52A,20250630.0
VOLKSWAGEN,DPE1MP001SA,20250630.0
MERCEDES-BENZ,ZZAA051A,20250630.0
AUDI,QE1QE1G1Z05RT011B210GAAEM0FLC,20250704.0
VOLKSWAGEN,PPE1MP001NA,20250714.0
VOLKSWAGEN,PPE1MP001NA,20250717.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250714.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250711.0
VOLKSWAGEN,OPE1MP001SA,20250710.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250710.0
VOLKSWAGEN,BPE1MH00200A,20250714.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250704.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250711.0
BMW I,0AW40000,20210916.0
AUDI,QE1QE1G1Z05RT011B200GAAEM0FLC,20241206.0
OPEL,ZKUZ-37B0GN,20250710.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,20241206.0
OPEL,ZKZX-B0E000,20241130.0
PORSCHE,1151000,20230109.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200302.0
OPEL,ZKWZ-G0V001,20241220.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,20210201.0
PORSCHE,2500000,20250124.0
OPEL,ZKWZ-G0V000,20241216.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200401.0
AUDI,QE1QE1G1Z05RT011B210GAAEM0FLC,20250327.0
AUDI,HE1HE1G1Z01RT021B190GAAEM0O,20220225.0
BMW,0AW5000S,20210602.0
MERCEDES-BENZ,3EDE0XX7XXXX,20250714.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0,20230602.0
BMW,0AB50000,20230811.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200414.0
BMW,0AB50000,20221207.0
VOLKSWAGEN,D0O1ASA,20210630.0
BMW,0AW50000,20210827.0
PORSCHE,2500000,20250710.0
PORSCHE,2500000,20250704.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250714.0
MERCEDES-BENZ,ZZAC050A,20200529.0
BMW,0AL5A800,20250704.0
PORSCHE,2500000,20250702.0
BMW,0AB50800,20250711.0
OPEL,ZYAZ-E0D000,20250630.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250714.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLS,20250711.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250710.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250708.0
OPEL,A1EA5AA1,20200228.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200328.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,20250712.0
BMW,0AB5000D,20240415.0
OPEL,ZKWZ-Y0L000,20250714.0
OPEL,ZKWZ-Y0R000,20250714.0
OPEL,ZKXZ-Y0L000,20250715.0
OPEL,ZKXZ-Y0L000,20250715.0
OPEL,ZKXZ-X0C000,20220801.0
OPEL,ZKXZ-40L000,20221031.0
AUDI,HE1HE1G1Z02RT051B200GAAEM0FSC,20250711.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,20211115.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250714.0
BMW,0AB50800,20250714.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250717.0
VOLKSWAGEN,OPE1MP001SA,20250711.0
BMW,0AC50800,20250711.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,20250710.0
AUDI,HE1HE1G1Z02RT031A190GAAEM0FSC,20250710.0
OPEL,ZKXZ-Y0L000,20250715.0
OPEL,ZKXZ-40J000,20221013.0
MERCEDES-BENZ,ZZAAA70A,20250711.0
